ID,Timestamp,Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;,Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,Έχεις προσωπικά projects ή κάνεις freelancing πέρα από την κύρια εργασία σου;,Φύλλο;,Ποιος είναι ο τρόπος εργασίας;,Σε ποια πόλη μένεις;,Σε ποια πόλη δουλεύεις;,Τι μέγεθος είναι η εταιρεία που δουλεύεις;,Έχεις άτομα υπό την επίβλεψη σου;,Ποιό είναι το επίπεδο σπουδών σου;,"Ποιος είναι ο τίτλος του πτυχίου σου; (Αν έχεις παραπάνω από ένα, συμπλήρωσε τα)",Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[Fixed] Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[GROUP] Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,"[GROUP] Σε ποια πόλη δουλεύεις, Greece ή Abroad","[GROUP] Σε ποια πόλη δουλεύεις, Αττική ή Υπόλοιπη Ελλάδα",[NORMALIZED] Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,[GROUP] Το πτυχίο σου είναι σχετικό με τον τομέα της πληροφορική;,[NORMALIZED] Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;
11,2/14/2024 19:07:15,Frontend,JavaScript,3,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Θεσσαλονίκη,11 - 50,Όχι,Λύκειο,,24000,24000,3,Ελλάδα,Υπόλοιπη Ελλάδα,JavaScript,N/A,Frontend
12,2/14/2024 19:15:07,"Backend, Frontend, Desktop apps",Java,20,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,1 - 10,Ναι,Master,CS ,53200,53200,10+,Ελλάδα,Αττική,Java,Ναι,"Backend, Frontend, Desktop Apps"
13,2/14/2024 20:06:40,"Backend, Frontend","JavaScript, PHP",4,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,ΙΕΚ,Web Designer & Developer,26866,26866,4,Ελλάδα,Αττική,"JavaScript, PHP",Ναι,"Backend, Frontend"
14,2/14/2024 20:40:20,"Backend, Frontend","Java, JavaScript",4,Ναι,Άντρας,Και τα δύο,Αθήνα,,11 - 50,Ναι,Bachelor's,BSc,26360,26360,4,Ελλάδα,Αττική,"Java, JavaScript",N/A,"Backend, Frontend"
15,2/14/2024 20:43:48,Embedded,"C, Python, Bash",5,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,Ηλεκτρολόγων Μηχανικών και Μηχανικών Υπολογιστών,26000,26000,5,Ελλάδα,Αττική,"C, Python, Bash",Ναι,FPGA / ASIC / Embedded
16,2/14/2024 22:39:03,Backend,Python,6,Ναι,Άντρας,Στον χώρο του εργοδότη,Berlin,Berlin,1 - 10,Ναι,Bachelor's,"Τμήμα Πληροφορικής, Οικονομικό Πανεπιστήμιο Αθηνών",44832,44832,6,Εξωτερικό,-,Python,Ναι,Backend
17,2/15/2024 0:25:26,"Backend, Frontend","JavaScript, PHP",6,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,51 - 100,Όχι,ΙΕΚ,Web and Game Development,25200,25200,6,Ελλάδα,Αττική,"JavaScript, PHP",Ναι,"Backend, Frontend"
18,2/15/2024 10:32:42,"Backend, DevOps",PHP,5,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Μηχανικών Πληροφορικής,20400,20400,5,Ελλάδα,Αττική,PHP,Ναι,"Backend, SRE / DevOps"
19,2/15/2024 19:13:14,"Backend, Frontend","JavaScript, PHP",1,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,ΙΕΚ,Τεχνικός Τεχνολογίας Ίντερνετ,12000,12000,1,Ελλάδα,Υπόλοιπη Ελλάδα,"JavaScript, PHP",Ναι,"Backend, Frontend"
20,2/15/2024 20:38:41,Backend,C#,5,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Μηχανικός Πληροφορικής και Υπολογιστών,27611,27611,5,Ελλάδα,Αττική,C#,Ναι,Backend
21,2/15/2024 22:59:34,Backend,C#,1,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Όχι,Bachelor's,lala,21000,21000,1,Ελλάδα,Υπόλοιπη Ελλάδα,C#,N/A,Backend
22,2/16/2024 15:10:00,Frontend,JavaScript,10,Όχι,Άντρας,Απομακρυσμένα,Πάτρα,Αθήνα,501+,Όχι,Bachelor's,Ηλεκτρολόγος μηχανικός ,24000,24000,10+,Ελλάδα,Αττική,JavaScript,Ναι,Frontend
23,2/17/2024 0:26:51,Backend,"C++, Go",3,Ναι,Άντρας,Στον χώρο του εργοδότη,Dublin,,501+,Όχι,Bachelor's,Εφαρμογών πληροφορικής διοικησης και οικονομίας,67000,67000,3,Εξωτερικό,-,"C++, Go",Ναι,Backend
24,2/18/2024 0:01:09,"Backend, Frontend",JavaScript,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,"
Bachelor of Applied Science - BASc, Information Technology",20300,20300,2,Ελλάδα,Αττική,JavaScript,Ναι,"Backend, Frontend"
25,2/19/2024 19:58:50,Mobile apps,"Java, Kotlin",2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Λύκειο,,14480,14480,2,Ελλάδα,Αττική,"Java, Kotlin",N/A,Mobile Apps
26,2/20/2024 20:50:07,"Backend, DevOps","Python, Go, Bash",1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Computer Science,28350,28350,1,Ελλάδα,Αττική,"Python, Go, Bash",Ναι,"Backend, SRE / DevOps"
27,2/20/2024 21:14:56,Backend,Java,11,Όχι,Άντρας,Και τα δύο,Αθήνα,,101 - 200,Όχι,Bachelor's,Πληροφορική,23775,23775,10+,Ελλάδα,Αττική,Java,Ναι,Backend
28,2/21/2024 23:47:08,AI / ML,Python,2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,PhD,ΜΑΘΗΜΑΤΙΚΩΝ,25200,25200,2,Ελλάδα,Αττική,Python,Όχι,AI / ML
29,2/23/2024 11:01:59,Backend,"Python, PHP",3,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,Bachelor's,Digital Systems,18725,18725,3,Ελλάδα,Αττική,"Python, PHP",Ναι,Backend
30,2/23/2024 21:13:34,"Backend, Frontend","Java, JavaScript",2,Όχι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,,201 - 500,Όχι,Master,Πληροφορικής και Τηλεπικοινωνιών ,15680,15680,2,Ελλάδα,Υπόλοιπη Ελλάδα,"Java, JavaScript",Ναι,"Backend, Frontend"
31,2/24/2024 20:28:30,Embedded,"C, C++, Python",3,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,201 - 500,Όχι,Master,Ηλεκτρολόγος μηχανικός και μηχανικός υπολογιστών,24140,24140,3,Ελλάδα,Υπόλοιπη Ελλάδα,"C, C++, Python",Ναι,FPGA / ASIC / Embedded
32,2/25/2024 18:50:56,"Backend, Frontend","Java, JavaScript",1,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Λύκειο,,11200,11200,1,Ελλάδα,Αττική,"Java, JavaScript",N/A,"Backend, Frontend"
33,2/27/2024 20:09:33,Frontend,TypeScript,1,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,101 - 200,Όχι,Master,"Πτυχίο Πληροφορικής, Πτυχίο Τοπογράφου Μηχανικού",1028,14392,1,Ελλάδα,Υπόλοιπη Ελλάδα,TypeScript,Ναι,Frontend
34,2/28/2024 12:05:03,Backend,C#,3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Χωρίς Δευτεροβάθμια Εκπαίδευση,,11480,11480,3,Ελλάδα,Αττική,C#,N/A,Backend
35,2/28/2024 12:21:10,DevOps,"Python, Bash",3,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,ECE NTUA,21150,21150,3,Ελλάδα,Αττική,"Python, Bash",Ναι,SRE / DevOps
36,2/28/2024 12:53:54,Frontend,"JavaScript, Typescript",8,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,,501+,Όχι,Master,"Athens University of Economics and Business - Bachelor - Computer Science
Harokopio Panepistimio - Master - Informatics & Telematics",38000,38000,8,Ελλάδα,Αττική,"JavaScript, TypeScript",Ναι,Frontend
37,2/28/2024 13:01:10,"Backend, Frontend","JavaScript, Ruby",1,Ναι,Άντρας,Απομακρυσμένα,Ιωάννινα,Αθήνα,101 - 200,Όχι,Master,Computer Science & Engineering - Integrated Master’s Degree (300 ECTS),14000,14000,1,Ελλάδα,Αττική,"JavaScript, Ruby",Ναι,"Backend, Frontend"
38,2/28/2024 13:08:25,Cybersecurity,"C, Python, Bash",6,Ναι,Άντρας,Και τα δύο,Brussels,,101 - 200,Ναι,Master,Electronics and Computer Engineering,110000,110000,6,Εξωτερικό,-,"C, Python, Bash",Ναι,Cybersecurity
39,2/28/2024 13:19:11,"Backend, Frontend","Java, JavaScript, React.js",3,Όχι,Άντρας,Και τα δύο,Ιωάννινα,Ιωάννινα,101 - 200,Όχι,Bachelor's,Μηχανικός Η/Υ και Πληροφορικής,27000,27000,3,Ελλάδα,Υπόλοιπη Ελλάδα,"Java, JavaScript",Ναι,"Backend, Frontend"
40,2/28/2024 13:19:23,"Backend, Frontend","C#, JavaScript, VB.NET",20,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,ΑΕΙ (Πρωην ΤΕΙ) Πληροφορικής Θεσσαλίας,25200,25200,10+,Ελλάδα,Αττική,"C#, JavaScript, Visual Basic",Ναι,"Backend, Frontend"
41,2/28/2024 13:30:09,Backend,C#,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Χωρίς Δευτεροβάθμια Εκπαίδευση,,15324,15324,2,Ελλάδα,Αττική,C#,N/A,Backend
42,2/28/2024 13:30:10,DevOps,Bash,3,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,201 - 500,Όχι,Bachelor's,τηλεπικοινωνιακων συστηματων και δικτυων,21000,21000,3,Ελλάδα,Υπόλοιπη Ελλάδα,Bash,Ναι,SRE / DevOps
43,2/28/2024 13:45:50,Backend,Java,1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Ηλεκτρονικός Μηχανικός Τ.Ε,18900,18900,1,Ελλάδα,Αττική,Java,Ναι,Backend
44,2/28/2024 13:52:39,"Backend, Frontend","JavaScript, PHP",8,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Αθήνα,1 - 10,Όχι,Bachelor's,Μηχανικός Πληροφορικής,24000,24000,8,Ελλάδα,Αττική,"JavaScript, PHP",Ναι,"Backend, Frontend"
45,2/28/2024 13:59:33,Frontend,"JavaScript, PHP",1,Ναι,Άντρας,Και τα δύο,Πάτρα,Πάτρα,11 - 50,Όχι,Bachelor's,Πτυχίο Μαθηματικών | Diploma Web design & development,16800,16800,1,Ελλάδα,Υπόλοιπη Ελλάδα,"JavaScript, PHP",Ναι,Frontend
46,2/28/2024 14:07:46,Backend,"C#, SQL",7,Όχι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Master,"BSc Εφαρμοσμένη Πληροφορική,  MSc Πληροφορική ΑΠΘ",23100,23100,7,Ελλάδα,Υπόλοιπη Ελλάδα,"C#, SQL",Ναι,Backend
47,2/28/2024 14:09:26,Backend,Java,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Πληροφορικής,16600,16600,1,Ελλάδα,Αττική,Java,Ναι,Backend
48,2/28/2024 14:16:33,Backend,"Java, Python",1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,μηχανικος πληροφοριακών και επικοινωνιακών συστημάτων,17500,17500,1,Ελλάδα,Αττική,"Java, Python",Ναι,Backend
49,2/28/2024 14:18:57,DevOps,Bash,3,Όχι,Άντρας,Απομακρυσμένα,Ιωάννινα,London,11 - 50,Όχι,Master,"Computer science and engineering, Information and communication systems security",22500,22500,3,Εξωτερικό,-,Bash,Ναι,SRE / DevOps
50,2/28/2024 14:21:46,Backend,"JavaScript, PHP, Ruby, Go, Bash",9,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Μηχανικός Πληροφορικής ΤΕΙ Κρήτης,35631,35631,9,Ελλάδα,Αττική,"JavaScript, PHP, Ruby, Go, Bash",Ναι,Backend
51,2/28/2024 14:25:54,AI / ML,"C++, Python",3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,PhD,Μαθηματικό,26320,26320,3,Ελλάδα,Αττική,"C++, Python",Όχι,AI / ML
52,2/28/2024 14:32:02,Mobile apps,Swift,9,Ναι,Άντρας,Απομακρυσμένα,Μύρινα - Λήμνος,Αθήνα,501+,Όχι,Bachelor's,Μηχανολόγος Μηχανικός,34000,34000,9,Ελλάδα,Αττική,Swift,Όχι,Mobile Apps
53,2/28/2024 14:44:15,"Frontend, Mobile apps",JavaScript,3,Ναι,Άντρας,Απομακρυσμένα,Λάρισα,Αθήνα,101 - 200,Όχι,Bachelor's,Μηχανικός Πληροφορικής Τ.Ε,18200,18200,3,Ελλάδα,Αττική,JavaScript,Ναι,"Frontend, Mobile Apps"
54,2/28/2024 14:51:31,"Backend, Frontend","Java, JavaScript",1,Όχι,Άντρας,Και τα δύο,Πάτρα,Πάτρα,501+,Όχι,Master,Μηχανικός Η/Υ και Πληροφορικής,13900,13900,1,Ελλάδα,Υπόλοιπη Ελλάδα,"Java, JavaScript",Ναι,"Backend, Frontend"
55,2/28/2024 14:52:55,"Backend, Frontend",Java,1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,Μηχανικός Πληροφοριακών και Επικοινωνιακών Συστημάτων,20000,20000,1,Ελλάδα,Αττική,Java,Ναι,"Backend, Frontend"
56,2/28/2024 14:59:53,"BI, Data","Python, SQL",7,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Bachelor's,Διοικητικής Επιστήμης και Τεχνολογίας,40000,40000,7,Ελλάδα,Αττική,"Python, SQL",Όχι,"BI / Data Analysis, Data Scientist / Data Engineer"
57,2/28/2024 15:07:55,Frontend,JavaScript,4,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Λύκειο,,1550,21700,4,Ελλάδα,Αττική,JavaScript,N/A,Frontend
58,2/28/2024 15:16:16,Frontend,JavaScript,5,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Bachelor's,"Bachelor's Degree, Computer Science",29120,29120,5,Ελλάδα,Αττική,JavaScript,Ναι,Frontend
59,2/28/2024 15:25:30,"Backend, Frontend","PHP, Flutter",5,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,Master,ΜΒΑ Διοίκηση Πληροφοριακών Συστημάτων,21700,21700,5,Ελλάδα,Υπόλοιπη Ελλάδα,"PHP, Dart",Ναι,"Backend, Frontend"
60,2/28/2024 15:50:14,Frontend,JavaScript,2,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Όχι,Bachelor's,Μηχανικών Πληροφορικής ΤΕ,14700,14700,2,Ελλάδα,Υπόλοιπη Ελλάδα,JavaScript,Ναι,Frontend
61,2/28/2024 15:52:50,"Backend, QA Automation",Python,3,Ναι,Άντρας,Απομακρυσμένα,Ιωάννινα,Θεσσαλονίκη,201 - 500,Όχι,Bachelor's,Τμήμα Μηχανικών Πληροφορικής και Ηλεκτρονικών Συστημάτων - ATEI Σίνδου,14400,14400,3,Ελλάδα,Υπόλοιπη Ελλάδα,Python,Ναι,"Backend, QA Engineer / QA Automation Engineer"
62,2/28/2024 15:54:19,Mobile apps,Swift,1,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Όχι,Bachelor's,Μηχανικός Πληροφορικής,11200,11200,1,Ελλάδα,Υπόλοιπη Ελλάδα,Swift,Ναι,Mobile Apps
63,2/28/2024 16:12:46,Frontend,"JavaScript, PHP, ",4,Όχι,Άντρας,Απομακρυσμένα,Πάτρα,Αθήνα,201 - 500,Όχι,Master,"Μηχανικός Η/Υ, Human Computer Interaction Msc",19710,19710,4,Ελλάδα,Αττική,"JavaScript, PHP, -",Ναι,Frontend
64,2/28/2024 16:16:14,"Backend, Frontend",JavaScript,2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,1 - 10,Όχι,Bachelor's,Ηλεκτρολογος μηχανικος και μηχανικος υπολογιστων,20401,20401,2,Ελλάδα,Αττική,JavaScript,Ναι,"Backend, Frontend"
65,2/28/2024 16:17:53,"Backend, Frontend",C#,3,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,,501+,Όχι,Master,Ηλεκτρονικός Μηχανικός,21700,21700,3,Ελλάδα,Αττική,C#,Ναι,"Backend, Frontend"
66,2/28/2024 16:25:41,Backend,C++,5,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Larnaca,11 - 50,Όχι,Bachelor's,ΠΤΥΧΙΟ ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,55200,55200,5,Εξωτερικό,-,C++,Όχι,Backend
67,2/28/2024 16:43:05,"Backend, Frontend, DevOps","Java, Python, JavaScript, Bash",5,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Ναι,Master,Information and Communication Systems Engineer,30000,30000,5,Ελλάδα,Αττική,"Java, Python, JavaScript, Bash",Ναι,"Backend, Frontend, SRE / DevOps"
68,2/28/2024 16:54:44,"Frontend, Mobile apps",JavaScript,1,Ναι,Άντρας,Και τα δύο,Ιωάννινα,Ιωάννινα,501+,Ναι,Λύκειο,,17652,17652,1,Ελλάδα,Υπόλοιπη Ελλάδα,JavaScript,N/A,"Frontend, Mobile Apps"
69,2/28/2024 17:16:50,Desktop apps,"C++, Python",7,Όχι,Άντρας,Απομακρυσμένα,Πτολεμαΐδα,Αθήνα,501+,Όχι,Master,Ηλεκτρολόγος Μηχανικός & Μηχανικός Η/Υ,38000,38000,7,Ελλάδα,Αττική,"C++, Python",Ναι,Desktop Apps
70,2/28/2024 17:19:13,"Backend, Data Engineer, Software Engineer, Framework Building",Java,3,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Master,Ηλεκτρολόγος Μηχανικός και Μηχανικός Υπολογιστών (ΗΜΜΥ ΕΜΠ),28000,28000,3,Ελλάδα,Αττική,Java,Ναι,"Backend, Data Scientist / Data Engineer"
71,2/28/2024 17:42:28,"Backend, Frontend","Java, Python, JavaScript, PHP",25,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Ναι,Bachelor's,COMPUTER SCIENCE,28000,28000,10+,Ελλάδα,Αττική,"Java, Python, JavaScript, PHP",Ναι,"Backend, Frontend"
72,2/28/2024 18:01:31,"Backend, Frontend, Desktop apps",C#,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Master,Μηχανικων Πληροφορικης,11200,11200,1,Ελλάδα,Αττική,C#,Ναι,"Backend, Frontend, Desktop Apps"
73,2/28/2024 18:02:44,"Backend, Frontend","Java, JavaScript",2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Πληροφορικής και Τηλεπικοινωνιών,15820,15820,2,Ελλάδα,Αττική,"Java, JavaScript",Ναι,"Backend, Frontend"
74,2/28/2024 18:02:52,"AI / ML, Gaming","C#, Python",1,Όχι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Master,Ηλεκτρολόγος Μηχανικός και Μηχανικός Υπολογιστών (ΔΠΘ),15000,15000,1,Ελλάδα,Υπόλοιπη Ελλάδα,"C#, Python",Ναι,"AI / ML, Gaming"
75,2/28/2024 18:42:44,Backend,scala,1,Όχι,Άντρας,Απομακρυσμένα,Ηράκλειο,Λεμεσό,1 - 10,Όχι,Bachelor's,Επιστήμης Υπολογιστών,21000,21000,1,Εξωτερικό,-,Scala,Ναι,Backend
76,2/28/2024 19:15:40,"Backend, Frontend, DevOps","JavaScript, PHP",1,Ναι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,Bachelor's,Bachelor degree at Applied Informatics,14500,14500,1,Ελλάδα,Υπόλοιπη Ελλάδα,"JavaScript, PHP",Ναι,"Backend, Frontend, SRE / DevOps"
77,2/28/2024 19:24:49,Backend,Node,2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,ΕΠΙΣΤΗΜΗ ΤΗΣ ΠΛΗΡΟΦΟΡΙΚΗΣ,19437,19437,2,Ελλάδα,Αττική,JavaScript,Ναι,Backend
78,2/28/2024 19:30:01,"Backend, Frontend","C#, Python, JavaScript",7,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Master,Ηλεκτρολόγος Μηχανικός και Μηχανικός Υπολογιστών,34290,34290,7,Ελλάδα,Αττική,"C#, Python, JavaScript",Ναι,"Backend, Frontend"
79,2/28/2024 19:51:15,Frontend,JavaScript,3,Όχι,Γυναίκα,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Όχι,Master,"Informatics, Msc in Data and Web Science",14700,14700,3,Ελλάδα,Υπόλοιπη Ελλάδα,JavaScript,Ναι,Frontend
80,2/28/2024 19:53:49,Frontend,JavaScript,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Φυσική ,24500,24500,2,Ελλάδα,Αττική,JavaScript,Όχι,Frontend
